sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype,covBVs
SN2008hs,0.016641116758673465,0.017349,0.6027322381812613,0.00634072710575315,16.477560380125585,0.03032100099919657,-9.42800479708967,0.0497,0.0049700000000000005,1.5794132153189875e-05,,0.08697076669847092,0.026738066221628762,0,,,,,,,,,,,,,,,,-1.3415660264491559e-05
