sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype,covBVs
SN2007cv,0.0087491401049009,0.0076,0.6804109174023487,0.011047399816334551,15.019787724754057,0.013651102068700273,-8.843910665913427,0.0611,0.006110000000000001,6.841065481752002e-05,,0.015257222448463281,0.019217046425813678,-0.00018635258769007288,,,,,,,,,,,,,,,,2.225306170994059e-05
SN2008hs,0.016641116758673465,0.017349,0.6027322381812613,0.00634072710575315,15.951167206928677,0.016381801383185995,-10.29800479709229,0.0497,0.0049700000000000005,4.420698847671646e-05,,0.08697076669847092,0.026738066221628762,-0.0002683634165581546,,,,,,,,,,,,,,,,-1.3415660264491559e-05
