sn,zhel,zcmb,st,est,Mmax,eMmax,t0,EBVmw,eEBVmw,covMs,meth,BV,eBV,covBV_M,host,dist,edist,kmag,ekmag,dsbf,ed,m,em,ml,mu,sample,subtype,quality,caltype,covBVs
SN2008hs,0.016641116758673465,0.017349,0.6027322381812613,0.00634072710575315,16.477349619382604,0.02089888639902892,-10.29800479709229,0.0497,0.0049700000000000005,1.3223118247991414e-05,,0.08697076669847092,0.026738066221628762,0,,,,,,,,,,,,,,,,-1.3415660264491559e-05
